,WGS84경도,WGS84위도,관할관청,모바일정류장ID,시군명,위치,이비카드정류장ID,정류소명,정류소번호,정류소영문명,중앙차로여부,표준정류장ID
0,126.7502167,37.0384,,,화성시,,7101618.0,고온리종점(경유),,,,277101618
1,126.77396670000002,37.1183833,,,화성시,,,호곡리(경유),,,,277101619
2,127.0969833,37.2166167,,,화성시,,,기흥동탄IC(경유),,,,277101636
3,126.9086333,37.1367833,,,화성시,,,발안삼거리.바다마트(경유),,,,277101644
4,126.7784167,37.1038,,,화성시,,,원안1리(경유),,,,277101677
5,126.91685,37.1418,,,화성시,,,점촌교차로(경유),,,,277101678
6,126.922,37.1491167,,,화성시,,,가재교차로(경유),,,,277101693
7,126.8987333,37.2546667,,,화성시,,,숙곡교차로(경유),,,,277101700
8,126.9393333,37.1929,,,화성시,,,왕림교차로(경유),,,,277101708
9,126.9223,37.149,,,화성시,,,가재교차로(경유),,,,277101732
10,126.93151670000002,37.1636167,,,화성시,,,팔탄입구삼거리(경유),,,,277101750
11,126.7724167,37.07975,,,화성시,,7101757.0,뒷말(경유),,,,277101757
12,126.9317833,37.1636,,,화성시,,,팔탄입구삼거리(경유),,,,277101775
13,127.02003329999998,37.2207167,,,화성시,,7101785.0,황계동(경유),,,,277101785
14,126.81935,37.20715,,,화성시,,7101822.0,영남교(경유),,,,277101822
15,127.0366167,37.20605,,,화성시,,7101836.0,병점정형외과(경유),,,,277101836
16,126.8849667,37.2806333,,,화성시,,,매송지하차도(경유),,,,277101841
17,126.89891670000002,37.2545833,,,화성시,,,숙곡교차로(경유),,,,277101878
18,127.0917,37.2169833,,,화성시,,,기흥동탄TG(경유),,,,277101884
19,126.9001,37.2385333,,,화성시,,,쌍학리(경유),,,,277101890
20,127.09156670000002,37.21655,,,화성시,,,기흥동탄TG(경유),,,,277101908
21,126.95723329999998,37.22935,,,화성시,,7101927.0,봉담IC교차로(경유),,,,277101927
22,126.9003,37.1642333,,,화성시,,,구장리(경유),,,,277101956
23,126.8332833,37.04975,,,화성시,,,덕다리(경유),,,,277101969
24,126.9752833,37.15135,,,화성시,,,문학4리(경유),,,,277101972
25,126.68921670000002,37.1183333,,,화성시,,,궁평1교차로(경유),,,,277101997
26,126.9000833,37.1397,,,화성시,,7102010.0,장짐삼거리(경유),,,,277102010
27,127.0364,37.2327667,,,화성시,,7102014.0,반정동(경유),,,,277102014
28,126.91701670000002,37.1415833,,,화성시,,7102040.0,점촌교차로(경유),,,,277102040
29,126.8182,37.1676667,,,화성시,,7102091.0,장덕동(경유),,,,277102091
30,126.81256670000002,37.17086670000001,,,화성시,,7102092.0,신남동(경유),,,,277102092
31,126.92591670000002,37.2407333,,,화성시,,7102185.0,원평리(경유),,,,277102185
32,126.9248667,37.2468833,,,화성시,,,원평리(경유),,,,277102186
33,127.0972833,37.21625,,,화성시,,,기흥동탄IC(경유),,,,277102247
34,126.93583329999998,37.16995,,,화성시,,,덕리(경유),,,,277102383
35,126.81455,37.0809333,,,화성시,,7102392.0,조암삼거리(경유),,,,277102392
36,126.9063333,37.1313167,,,화성시,,,발안리(경유),,,,277102393
37,126.81888329999998,37.0827,,,화성시,,7102394.0,조암리(경유),,,,277102394
38,126.9839667,37.20145,,,화성시,,,수기리(경유),,,,277102395
39,126.9085833,37.13665,,,화성시,,,발안삼거리.바다마트(경유),,,,277102431
40,126.97813329999998,37.2145,,,화성시,,7102448.0,수원대학교(경유),,,,277102448
41,126.8446833,37.1639667,,,화성시,,7102459.0,현대기아연구소(경유),,,,277102459
42,126.6588833,37.1689667,,,화성시,,7102502.0,송교리(경유),,,,277102502
43,126.9568833,37.2296333,,,화성시,,,봉담IC교차로(경유),,,,277102501
44,126.8161667,37.0859333,,,화성시,,,조암터미널(경유),,,,277102511
45,127.07241670000002,37.1930333,,,화성시,,7102522.0,새강마을사거리(경유),,,,277102522
46,126.8898167,37.2816,,,화성시,,,매송TG(경유),,,,277102544
47,126.8898167,37.2809,,,화성시,,,매송TG(경유),,,,277102546
48,126.9838,37.2115667,,,화성시,,,수원대학교(경유),,,,277102590
49,126.8233167,37.08481670000001,,,화성시,,,장안초등학교(경유),,,,277102592
50,126.9881333,37.2071833,,,화성시,,,용건릉(경유),,,,277102653
51,126.9441833,37.0736,,,화성시,,,신왕리(경유),,,,277102692
52,127.0301333,37.2088833,,,화성시,,,병점육교(경유),,,,277102693
53,126.9390167,37.19295,,,화성시,,,왕림교차로(경유),,,,277102694
54,126.7550333,37.2092167,,,화성시,,,송산마도TG(경유),,,,277102825
55,126.7548667,37.2095667,,,화성시,,,송산마도TG(경유),,,,277102826
56,126.95636670000002,37.2292667,,,화성시,,,봉담IC(경유),,,,277102846
57,126.9570833,37.2286833,,,화성시,,,봉담IC(경유),,,,277102847
58,126.89383329999998,37.3095,,,화성시,,,팔곡JC(경유),,,,277103582
59,126.8941667,37.30975,,,화성시,,,팔곡JC(경유),,,,277103583
60,126.8821333,37.2438,,,화성시,,,비봉IC(경유),,,,277103584
61,126.8824167,37.24345,,,화성시,,,비봉IC(경유),,,,277103585
62,126.8820167,37.12375,,,화성시,,,발안IC(경유),,,,277103586
63,126.8824333,37.1234833,,,화성시,,,발안IC(경유),,,,277103587
64,126.8871667,37.1213667,,,화성시,,,발안TG(경유),,,,277103588
65,126.8877667,37.1216667,,,화성시,,,발안TG(경유),,,,277103589
66,126.9591167,37.2224,,,화성시,,,신동아아파트,,,,233533260
67,126.6294333,37.1723,경기도 화성시,,화성시,,,하와이앞,,Hawaii,노변정류장,233003035
68,126.9024,37.09855,경기도 화성시,,화성시,,,상신초교입구,37810.0,Sangshin Elementary School ,,233100437
69,127.0793833,37.2121333,경기도 화성시,"[None None None None None None None None None None None None None None
 None]",화성시,경기도 화성시 석우동,4130121.0,우미제일.전하리교회,37760.0,"Woomi Jeil, Jeonhari Church ",노변정류장,233100553
70,127.09583329999998,37.1785167,,,화성시,,,동탄JC(경유),,,,274000483
71,127.0961667,37.1777667,,,화성시,,,동탄JC(경유),,,,274000484
72,126.89136670000002,37.2808333,,,화성시,,,매송TG(경유),,,,274000495
73,126.8914333,37.2810167,,,화성시,,,매송TG(경유),,,,274000496
74,127.00646670000002,37.2016333,,,화성시,,,우방아파트,,,,233508790
75,126.9352667,37.17505,,,화성시,,,기산아파트입구,,,,233514140
76,126.91563329999998,37.1606833,,,화성시,,,덕우공단입구,,,,233515520
77,126.9485167,37.2171167,,,화성시,,,신안인스빌,,,,233515980
78,126.91965,37.15975,,,화성시,,,덕우공단,,,,233515550
79,126.9332833,37.1729833,,,화성시,,,갈담초교입구,,,,233517280
80,127.0892167,37.1726833,,,화성시,,,동탄6동주민센터,,,,233518390
81,126.9335333,37.1729,,,화성시,,,갈담초교입구,,,,233518750
82,126.9352333,37.1755,,,화성시,,,기산아파트입구,,,,233519590
83,126.91228329999998,37.1614833,,,화성시,,,청호인재개발원,,,,233521000
84,126.9154833,37.1604833,,,화성시,,,덕우공단입구,,,,233521010
85,127.0867667,37.1718,,,화성시,,,방교리산업단지,,,,233523930
86,126.90288329999998,37.0988,,,화성시,,,상신할인마트,,,,233523990
87,127.088,37.1723333,,,화성시,,,동탄6동주민센터,,,,233524080
88,126.9624,37.2377167,경기도 화성시,"[None None None None None None None None None None None None None None
 None]",화성시,경기도 수원시 권선구 오목천동,4116687.0,수영오거리.방송통신대입구,2051.0,"Suyeong Ogeori, Korea National Open University ",노변정류장,233000001
89,126.97043329999998,37.2293167,경기도 화성시,"[None None None None None None None None None None None None None None
 None]",화성시,경기도 화성시 봉담읍,4116684.0,한국농수산대학,36161.0,Korea National College of Agriculture and Fisheries,노변정류장,233000002
90,126.9484,37.1013667,경기도 화성시,"[None None None None None None None None None None None None None None
 None]",화성시,경기도 화성시 향남읍,4130294.0,상두2리,37320.0,Sangdu 2-ri ,노변정류장,233000003
91,126.9424833,37.0864167,경기도 화성시,"[None None None None None None None None None None None None None None
 None]",화성시,경기도 화성시 양감면,4130270.0,대양2리,36108.0,Daeyang 2-ri,노변정류장,233000004
92,126.9419667,37.0902833,경기도 화성시,"[None None None None None None None None None None None None None None
 None]",화성시,경기도 화성시 양감면,4130272.0,대양4리,36105.0,Daeyang 4-ri,노변정류장,233000005
93,126.9393167,37.0955667,경기도 화성시,"[None None None None None None None None None None None None None None
 None]",화성시,경기도 화성시 양감면,4130274.0,대양1리,36093.0,Daeyang 1-ri,노변정류장,233000006
94,126.94261670000002,37.0868,경기도 화성시,"[None None None None None None None None None None None None None None
 None]",화성시,경기도 화성시 양감면,4130269.0,대양2리,36107.0,Daeyang 2-ri,노변정류장,233000007
95,126.9818167,37.0848667,경기도 화성시,"[None None None None None None None None None None None None None None
 None]",화성시,경기도 화성시 양감면,4130317.0,용소4리,36224.0,Yongso 4-ri,노변정류장,233000008
96,126.98445,37.0799833,경기도 화성시,"[None None None None None None None None None None None None None None
 None]",화성시,경기도 화성시 양감면,4130319.0,용소1리,36247.0,Yongso 1-ri ,노변정류장,233000009
97,126.97815,37.0791333,경기도 화성시,"[None None None None None None None None None None None None None None
 None]",화성시,경기도 화성시 양감면,4130320.0,용소2리,36198.0,Yongso 2-ri,노변정류장,233000010
98,126.9673,37.10925,경기도 화성시,"[None None None None None None None None None None None None None None
 None]",화성시,경기도 화성시 향남읍,4197430.0,요꼴마을회관,37380.0,Yoggol Community Center,노변정류장,233000011
99,126.96141670000002,37.1166333,경기도 화성시,"[None None None None None None None None None None None None None None
 None]",화성시,경기도 화성시 향남읍,4197428.0,요리공단,37378.0,Yo-ri Industrial Complex,노변정류장,233000012
100,126.99101670000002,37.1147,경기도 화성시,"[None None None None None None None None None None None None None None
 None]",화성시,경기도 화성시 양감면,4130298.0,수산중공업,36272.0,"Soosan Heavy Industries Co., Ltd. ",노변정류장,233000013
101,126.9862,37.1055,경기도 화성시,"[None None None None None None None None None None None None None None
 None]",화성시,경기도 화성시 양감면,4130305.0,송산1리,36255.0,Songsan 1-ri,노변정류장,233000014
102,126.9855833,37.09466670000001,경기도 화성시,"[None None None None None None None None None None None None None None
 None]",화성시,경기도 화성시 양감면,4130308.0,정문2리,36253.0,Jeongmun 2-ri,노변정류장,233000015
103,126.97885,37.115,경기도 화성시,"[None None None None None None None None None None None None None None
 None]",화성시,경기도 화성시 양감면,4130235.0,까치고개,36202.0,Kkachi Gogae,노변정류장,233000016
104,126.9725,37.1069667,경기도 화성시,"[None None None None None None None None None None None None None None
 None]",화성시,경기도 화성시 양감면,4130240.0,사창2리.요꼴,36179.0,Sachang 2-ri,노변정류장,233000017
105,126.9717,37.0964,경기도 화성시,"[None None None None None None None None None None None None None None
 None]",화성시,경기도 화성시 양감면,4130244.0,사창3리,36171.0,Sachang 3-ri,노변정류장,233000018
106,126.9718667,37.0892167,경기도 화성시,"[None None None None None None None None None None None None None None
 None]",화성시,경기도 화성시 양감면,4130249.0,사창4리,36170.0,Sachang 4-ri,노변정류장,233000019
107,126.97041670000002,37.0793167,경기도 화성시,"[None None None None None None None None None None None None None None
 None]",화성시,경기도 화성시 양감면,4130253.0,용소3리,36162.0,Yongso 3-ri,노변정류장,233000020
108,126.95375,37.0778833,경기도 화성시,"[None None None None None None None None None None None None None None
 None]",화성시,경기도 화성시 양감면,4130262.0,독줄입구,36132.0,Dokjul ,노변정류장,233000022
109,126.94695,37.08105,경기도 화성시,"[None None None None None None None None None None None None None None
 None]",화성시,경기도 화성시 양감면,4130266.0,양감농협,36121.0,Yanggam Nonghyup ,노변정류장,233000023
110,126.9469,37.08115,경기도 화성시,"[None None None None None None None None None None None None None None
 None]",화성시,경기도 화성시 양감면,4130265.0,양감농협,36120.0,Yanggam Nonghyup,노변정류장,233000024
111,126.9523667,37.0801,경기도 화성시,"[None None None None None None None None None None None None None None
 None]",화성시,경기도 화성시 양감면,4130263.0,신왕3리.양감초등학교,36127.0,"Sinwang 3-ri, ",노변정류장,233000025
112,126.97041670000002,37.0857167,경기도 화성시,"[None None None None None None None None None None None None None None
 None]",화성시,경기도 화성시 양감면,4170333.0,경모목장,36791.0,Gyeongmo Farm,노변정류장,233000026
113,126.9716333,37.0890167,경기도 화성시,"[None None None None None None None None None None None None None None
 None]",화성시,경기도 화성시 양감면,4130250.0,사창4리,36167.0,Sachang 4-ri ,노변정류장,233000027
114,126.97218329999998,37.0912,경기도 화성시,"[None None None None None None None None None None None None None None
 None]",화성시,경기도 화성시 양감면,4130247.0,사창초등학교,36173.0,Sachang Elementary School,노변정류장,233000028
115,126.97128329999998,37.0937667,경기도 화성시,"[None None None None None None None None None None None None None None
 None]",화성시,경기도 화성시 양감면,4130245.0,사창1리,36165.0,Sachang 1-ri ,노변정류장,233000030
116,126.99656670000002,37.12265,경기도 화성시,"[None None None None None None None None None None None None None None
 None]",화성시,경기도 화성시 양감면,4130228.0,부처내,36278.0,Bucheo,노변정류장,233000031
117,126.99146670000002,37.1232167,경기도 화성시,"[None None None None None None None None None None None None None None
 None]",화성시,경기도 화성시 향남읍,4130326.0,수직리,37348.0,Sujik-ri,노변정류장,233000032
118,126.9844667,37.12515,경기도 화성시,"[None None None None None None None None None None None None None None
 None]",화성시,경기도 화성시 향남읍,4130328.0,갈천다리,37342.0,Galcheon Bridge,노변정류장,233000033
119,126.9814833,37.12495,경기도 화성시,"[None None None None None None None None None None None None None None
 None]",화성시,경기도 화성시 향남읍,4130330.0,갈천초등학교,37339.0,Kalchun Elementary School,노변정류장,233000034
120,126.9739833,37.1248167,경기도 화성시,"[None None None None None None None None None None None None None None
 None]",화성시,경기도 화성시 향남읍,4130334.0,길성리,37332.0,Gilseong-ri,노변정류장,233000035
121,126.96756670000002,37.1285833,경기도 화성시,"[None None None None None None None None None None None None None None
 None]",화성시,경기도 화성시 향남읍,4130335.0,송곡리,37331.0,Songgok-ri,노변정류장,233000036
122,126.97415,37.12485,경기도 화성시,"[None None None None None None None None None None None None None None
 None]",화성시,경기도 화성시 향남읍,4130333.0,길성리,37333.0,Gilseong-ri,노변정류장,233000037
123,126.97696670000002,37.1248667,경기도 화성시,"[None None None None None None None None None None None None None None
 None]",화성시,경기도 화성시 향남읍,4130331.0,갈천리,37335.0,Galcheon-ri,노변정류장,233000038
124,126.97996670000002,37.1251,경기도 화성시,"[None None None None None None None None None None None None None None
 None]",화성시,경기도 화성시 향남읍,4170334.0,갈천초등학교,36711.0,Kalchun Elementary School,노변정류장,233000039
125,126.9912,37.12335,경기도 화성시,"[None None None None None None None None None None None None None None
 None]",화성시,경기도 화성시 향남읍,4130325.0,수직리,37347.0,Sujik-ri,노변정류장,233000040
126,127.0253667,37.13285,경기도 화성시,"[None None None None None None None None None None None None None None
 None]",화성시,경기도 화성시 정남면,4130546.0,도투락입구,37913.0,Doturak,노변정류장,233000041
127,127.02865,37.1342,경기도 화성시,"[None None None None None None None None None None None None None None
 None]",화성시,경기도 화성시 정남면,4130543.0,덕절리,37914.0,Deokjeol-ri,노변정류장,233000042
128,127.00338329999998,37.1631167,경기도 화성시,"[None None None None None None None None None None None None None None
 None]",화성시,경기도 화성시 정남면,4130210.0,고지리,36285.0,Goji-ri,노변정류장,233000043
129,127.00943329999998,37.1490333,경기도 화성시,"[None None None None None None None None None None None None None None
 None]",화성시,경기도 화성시 정남면,4130203.0,망월리,36306.0,Mangwol-ri,노변정류장,233000044
130,127.0134667,37.14325,경기도 화성시,"[None None None None None None None None None None None None None None
 None]",화성시,경기도 화성시 정남면,4130202.0,제기리.양지말,36309.0,"Jegi-ri, Yangjimal",노변정류장,233000045
131,127.0176333,37.1408833,경기도 화성시,"[None None None None None None None None None None None None None None
 None]",화성시,경기도 화성시 정남면,4130199.0,음양1리,36317.0,Eumyang 1-ri,노변정류장,233000046
132,127.0283667,37.1414667,경기도 화성시,"[None None None None None None None None None None None None None None
 None]",화성시,경기도 화성시 정남면,4130196.0,덕절2리,36335.0,Deokjeol 2-ri ,노변정류장,233000047
133,127.02205,37.1401333,경기도 화성시,"[None None None None None None None None None None None None None None
 None]",화성시,경기도 화성시 정남면,4130198.0,덕절3리,36329.0,Deokjeol 3-ri,노변정류장,233000048
134,127.01725,37.1407667,경기도 화성시,"[None None None None None None None None None None None None None None
 None]",화성시,경기도 화성시 정남면,4130200.0,음양1리,36316.0,Eumyang 1-ri,노변정류장,233000049
135,127.0135667,37.1428667,경기도 화성시,"[None None None None None None None None None None None None None None
 None]",화성시,경기도 화성시 정남면,4130201.0,제기리.양지말,36310.0,"Jegi-ri, Yangjimal",노변정류장,233000050
136,127.0091833,37.1491167,경기도 화성시,"[None None None None None None None None None None None None None None
 None]",화성시,경기도 화성시 정남면,4130204.0,망월리,36303.0,Mangwol-ri ,노변정류장,233000051
137,127.00638329999998,37.1532333,경기도 화성시,"[None None None None None None None None None None None None None None
 None]",화성시,경기도 화성시 정남면,4130205.0,금복리,36296.0,Geumbok-ri,노변정류장,233000052
138,127.00378329999998,37.1607833,경기도 화성시,"[None None None None None None None None None None None None None None
 None]",화성시,경기도 화성시 정남면,4130208.0,고지리,36286.0,Goji-ri,노변정류장,233000053
139,127.0224,37.16175,경기도 화성시,"[None None None None None None None None None None None None None None
 None]",화성시,경기도 화성시 정남면,4195391.0,수면리,36331.0,Sumyeon-ri,노변정류장,233000054
140,127.0186833,37.1620833,경기도 화성시,"[None None None None None None None None None None None None None None
 None]",화성시,경기도 화성시 정남면,4130219.0,내리,36320.0,Nae-ri,노변정류장,233000056
141,127.0078333,37.1638,경기도 화성시,"[None None None None None None None None None None None None None None
 None]",화성시,경기도 화성시 정남면,4130220.0,고지리,36300.0,Goji-ri,노변정류장,233000057
142,127.0073833,37.1639333,경기도 화성시,"[None None None None None None None None None None None None None None
 None]",화성시,경기도 화성시 정남면,4130221.0,고지리,36299.0,Goji-ri,노변정류장,233000058
143,127.0387833,37.2088167,경기도 화성시,"[None None None None None None None None None None None None None None
 None]",화성시,경기도 화성시 병점동,4195534.0,신한에스빌아파트,37352.0,Shinhan S-Ville Apartment ,노변정류장,233000062
144,127.0451167,37.2155167,경기도 화성시,"[None None None None None None None None None None None None None None
 None]",화성시,경기도 화성시 병점동,4108018.0,주공11단지.우남퍼스트빌2차,36371.0,"Jugong Apartment 11-danji, Woonam Firstvill 2-cha",노변정류장,233000065
145,127.04375,37.21515,경기도 화성시,"[None None None None None None None None None None None None None None
 None]",화성시,경기도 화성시 진안동,4170338.0,중심상가,36795.0,Central Shopping Center,노변정류장,233000066
146,127.0452667,37.2158833,경기도 화성시,"[None None None None None None None None None None None None None None
 None]",화성시,경기도 화성시 진안동,4108017.0,주공10.11단지,36370.0,Jugong Apartment 10 & 11-danji,노변정류장,233000067
147,127.0485167,37.1993667,경기도 화성시,"[None None None None None None None None None None None None None None
 None]",화성시,경기도 화성시 능동,4151723.0,우남아파트,36381.0,Woonam Apartment ,노변정류장,233000068
148,127.0460833,37.2133,경기도 화성시,"[None None None None None None None None None None None None None None
 None]",화성시,경기도 화성시 병점동,4108016.0,안화초교.주공8.9단지,36372.0,"Anhwa Elementary School, Jugong 8 & 9-danji",노변정류장,233000071
149,127.0459,37.2132,경기도 화성시,"[None None None None None None None None None None None None None None
 None]",화성시,경기도 화성시 병점동,4108015.0,안화초교.주공8.9단지,36373.0,"Inhwa Elementary School, Jugong Apartment 8 & 9-danji",노변정류장,233000072
150,127.05165,37.2195333,경기도 화성시,"[None None None None None None None None None None None None None None
 None]",화성시,경기도 화성시 기산동,4170921.0,참누리아파트.기산중학교,37548.0,"Chamnuri Apartment, Gisan Middle School",노변정류장,233000074
151,127.05015,37.22285,경기도 화성시,"[None None None None None None None None None None None None None None
 None]",화성시,경기도 화성시 기산동,4170342.0,행림마을.삼성래미안,36794.0,"Haenglim Maeul, Samsung Raemian Apartment",노변정류장,233000075
152,127.05195,37.2197,경기도 화성시,"[None None None None None None None None None None None None None None
 None]",화성시,경기도 화성시 기산동,4170343.0,참누리아파트.기산중학교,36793.0,"Chamnuri Apartment, Gisan Middle School",노변정류장,233000076
153,127.0409167,37.2079667,경기도 화성시,"[None None None None None None None None None None None None None None
 None]",화성시,경기도 화성시 병점동,4108010.0,주공1.2단지,36360.0,Jugong Apartment 1 & 2-danji,노변정류장,233000078
154,127.04106670000002,37.2081,경기도 화성시,"[None None None None None None None None None None None None None None
 None]",화성시,경기도 화성시 병점동,4108009.0,주공1.2단지,36356.0,Jugong Apartment 1 & 2-danji,노변정류장,233000079
155,127.0429333,37.2076167,경기도 화성시,"[None None None None None None None None None None None None None None
 None]",화성시,경기도 화성시 병점동,4108011.0,우남퍼스트빌,36366.0,Woonam Firstvill Apartment ,노변정류장,233000080
156,127.0485833,37.2097,경기도 화성시,"[None None None None None None None None None None None None None None
 None]",화성시,경기도 화성시 병점동,4170966.0,정든공원,37591.0,Jeongdeun Park,노변정류장,233000082
157,127.0475833,37.2096833,경기도 화성시,"[None None None None None None None None None None None None None None
 None]",화성시,경기도 화성시 병점동,4108013.0,신창2차아파트,36376.0,Sinchang Apartment 2-cha,노변정류장,233000086
158,127.0445,37.2081667,경기도 화성시,"[None None None None None None None None None None None None None None
 None]",화성시,경기도 화성시 병점동,4108012.0,주공4단지,36369.0,Jugong Apartment 4-danji,노변정류장,233000087
159,127.03755,37.20025,경기도 화성시,"[None None None None None None None None None None None None None None
 None]",화성시,경기도 화성시 병점동,4116696.0,한일타운아파트,36348.0,Hanil Town Apartment ,노변정류장,233000097
160,127.0377,37.2003333,경기도 화성시,"[None None None None None None None None None None None None None None
 None]",화성시,경기도 화성시 병점동,4130130.0,한일타운아파트,36349.0,Hanil Town Apartment,노변정류장,233000098
161,127.0412833,37.1980167,경기도 화성시,"[None None None None None None None None None None None None None None
 None]",화성시,경기도 화성시 병점동,4117311.0,우남퍼스트빌3차아파트,36359.0,Woonam Dream-Valley Apartment 1-cha,노변정류장,233000099
162,127.03813329999998,37.2033,경기도 화성시,"[None None None None None None None None None None None None None None
 None]",화성시,경기도 화성시 병점동,4100049.0,홈플러스.벌말초교,36351.0,"Home Plus, Beolmal Elementary School",노변정류장,233000100
163,127.03855,37.2033,경기도 화성시,"[None None None None None None None None None None None None None None
 None]",화성시,경기도 화성시 병점동,4100048.0,신창미션힐.송화초교,36350.0,"Sinchang Missionhill Apartment, Songhwa Elementary School",노변정류장,233000101
164,127.06506670000002,37.2291833,경기도 화성시,"[None None None None None None None None None None None None None None
 None]",화성시,경기도 화성시 반월동,4170963.0,반월1통.빅마켓앞,37592.0,"Banwol 1-tong, Big Market",노변정류장,233000102
165,127.064,37.2250833,경기도 화성시,"[None None None None None None None None None None None None None None
 None]",화성시,경기도 화성시 반월동,4108031.0,삼성반도체,36397.0,Samsung Semiconductor ,노변정류장,233000103
166,127.0596833,37.2212667,경기도 화성시,"[None None None None None None None None None None None None None None
 None]",화성시,경기도 화성시 반월동,4108028.0,성지산업,36392.0,"Seongji Industrial Co., Ltd. ",노변정류장,233000104
167,127.0551,37.2162833,경기도 화성시,"[None None None None None None None None None None None None None None
 None]",화성시,경기도 화성시 기산동,4108023.0,SK뷰2차아파트,36388.0,"Gisan -ri, Neung 1-ri",노변정류장,233000105
168,127.05175,37.2144167,경기도 화성시,"[None None None None None None None None None None None None None None
 None]",화성시,경기도 화성시 기산동,4108022.0,신미주아파트.주공6단지,36386.0,"Sinmiju Apartment, Jugong Apartment 6-danji",노변정류장,233000106
169,127.04955,37.2143833,경기도 화성시,"[None None None None None None None None None None None None None None
 None]",화성시,경기도 화성시 병점동,4108020.0,주공7.8단지,36383.0,Jugong Apartment 7 & 8-danji,노변정류장,233000107
170,127.04878329999998,37.21515,경기도 화성시,"[None None None None None None None None None None None None None None
 None]",화성시,경기도 화성시 병점동,4108019.0,주공8단지,36380.0,Jugong Apartment 8-danji,노변정류장,233000108
171,127.05178329999998,37.2146333,경기도 화성시,"[None None None None None None None None None None None None None None
 None]",화성시,경기도 화성시 기산동,4170353.0,신미주아파트앞,36710.0,Sinmiju Apartment ,노변정류장,233000109
172,127.0625833,37.2237333,경기도 화성시,"[None None None None None None None None None None None None None None
 None]",화성시,경기도 화성시 반월동,4117233.0,삼성전자,36395.0,"Samsung Electronics Co., Ltd. ",노변정류장,233000112
173,127.0649667,37.22945,경기도 화성시,"[None None None None None None None None None None None None None None
 None]",화성시,경기도 화성시 반월동,4117232.0,반월1통.빅마켓앞,36403.0,"Banwol 1-tong, Big Market",노변정류장,233000113
174,127.06806670000002,37.23045,경기도 화성시,"[None None None None None None None None None None None None None None
 None]",화성시,경기도 화성시 반월동,4130127.0,빅마켓앞,36405.0,Big Market,노변정류장,233000115
175,127.0648,37.233,경기도 화성시,"[None None None None None None None None None None None None None None
 None]",화성시,경기도 화성시 반월동,4108034.0,반월리큰고개,36399.0,Banwol-ri Keun Gogae,노변정류장,233000116
176,127.0621,37.2353333,경기도 화성시,"[None None None None None None None None None None None None None None
 None]",화성시,경기도 화성시 반월동,4108037.0,신영통현대타운.두산위브,36512.0,"Sinyeongtong Hyundai Town, Doosan Weve ",노변정류장,233000117
177,127.06246670000002,37.2354667,경기도 화성시,"[None None None None None None None None None None None None None None
 None]",화성시,경기도 화성시 반월동,4108036.0,신영통현대타운.두산위브,36393.0,"Sinyeongtong Hyundai Town, Doosan Weve ",노변정류장,233000118
178,127.1095167,37.1815167,경기도 화성시,"[None None None None None None None None None None None None None None
 None]",화성시,경기도 화성시 동탄면,4121996.0,센트럴힐즈.금강,36409.0,Central Hills/ Geumgang,노변정류장,233000120
179,127.09895,37.2083,경기도 화성시,"[None None None None None None None None None None None None None None
 None]",화성시,,4130116.0,상록.테크노밸리.GS자이,36463.0,"Sangrok, Techno-Valley, GS Xi Apartment ",노변정류장,233000121
180,127.1000167,37.20925,경기도 화성시,"[None None None None None None None None None None None None None None
 None]",화성시,경기도 화성시 동탄면,4170354.0,센트럴상록.동원1차,36792.0,Sibeom Danji (Complex),노변정류장,233000122
181,127.1090167,37.1814667,경기도 화성시,"[None None None None None None None None None None None None None None
 None]",화성시,경기도 화성시 동탄면,4121997.0,금강.센트럴힐즈,55400.0,"Geumgang, Central Hills",노변정류장,233000124
182,127.11423329999998,37.1795667,경기도 화성시,"[None None None None None None None None None None None None None None
 None]",화성시,,4121998.0,호반베르디움3차,55401.0,Hoban Vertium 3-cha,노변정류장,233000125
183,127.1145667,37.17945,경기도 화성시,"[None None None None None None None None None None None None None None
 None]",화성시,,4121999.0,호반베르디움3차,55402.0,Hoban Vertium 3-cha,노변정류장,233000126
184,127.09981670000002,37.2047833,경기도 화성시,"[None None None None None None None None None None None None None None
 None]",화성시,경기도 화성시 동탄면,4170355.0,자이.우남퍼스트빌,36446.0,"Xi, Woonam Firstvill Apartment ",노변정류장,233000127
185,127.11596670000002,37.2000167,경기도 화성시,"[None None None None None None None None None None None None None None
 None]",화성시,경기도 화성시 동탄면,4130058.0,신안인스빌2차,36460.0,Shinhan Ensvil Aparmtent 2-cha,노변정류장,233000129
186,127.0986,37.2031667,경기도 화성시,"[None None None None None None None None None None None None None None
 None]",화성시,경기도 화성시 동탄면,4170723.0,우남퍼스트빌,36447.0,Woonam Firstvill Apartment ,노변정류장,233000130
187,127.0986,37.2031667,경기도 화성시,"[None None None None None None None None None None None None None None
 None]",화성시,경기도 화성시 동탄면,9170723.0,우남퍼스트빌,36447.0,Woonam Firstvill Apartment ,노변정류장,233000130
188,127.10475,37.2040333,경기도 화성시,"[None None None None None None None None None None None None None None
 None]",화성시,경기도 화성시 동탄면,4170392.0,계룡.영천초,36812.0,"Kyeryong, Yeongcheon Elementary School",노변정류장,233000131
189,126.9631167,37.1032833,경기도 화성시,"[None None None None None None None None None None None None None None
 None]",화성시,경기도 화성시 양감면,4120452.0,요꼴,36429.0,Yoggol,노변정류장,233000133
