'||승차역ID1||',startCount,end_count,transfer_count
4117068.0,722,117.0,12.0
4117069.0,246,1283.0,6.0
4117070.0,1194,196.0,20.0
4117071.0,483,1377.0,103.0
4117072.0,1792,513.0,59.0
4117078.0,1,,
4117085.0,1,,
4117094.0,3,,
4117097.0,3,,
4117100.0,1,1.0,
4117110.0,1,7.0,3.0
4117121.0,70,33.0,75.0
4117127.0,4,,
4117129.0,11,6.0,
4117147.0,1,,
4117158.0,4,1.0,
4117159.0,2,,
4117160.0,2,3.0,
4117161.0,1,2.0,
4117163.0,4,,
4117164.0,1,,
4117169.0,5,,
4117173.0,2,,
4117174.0,1,3.0,
4117176.0,1,,
4117179.0,179,,82.0
4117181.0,218,652.0,30.0
4117182.0,45,13.0,1036.0
4117183.0,3303,4202.0,5030.0
4117184.0,18,,
4117185.0,6,65.0,
4117186.0,1,125.0,
4117187.0,3,137.0,
4117188.0,53,432.0,24.0
4117189.0,388,188.0,148.0
4117190.0,222,241.0,101.0
4117195.0,1,,
4117196.0,51,116.0,6.0
4117201.0,137,473.0,15.0
4117202.0,198,125.0,26.0
4117206.0,2,,
4117213.0,16,76.0,6.0
4117214.0,25,145.0,8.0
4117215.0,19,,
4117217.0,7,,
4117219.0,13,,
4117221.0,51,102.0,186.0
4117222.0,5,2.0,
4117224.0,29,531.0,25.0
4117227.0,260,4.0,124.0
4117229.0,56,114.0,
4117230.0,3,131.0,
4117231.0,905,1341.0,1078.0
4117232.0,303,1335.0,63.0
4117233.0,958,1888.0,68.0
4117234.0,22,446.0,6.0
4117235.0,237,312.0,44.0
4117236.0,138,167.0,6.0
4117237.0,7,,
4117239.0,616,5.0,
4117240.0,78,1.0,
4117242.0,36,29.0,53.0
4117243.0,16,4.0,3.0
4117244.0,6,15.0,
4117245.0,24,17.0,2.0
4117246.0,4,167.0,
4117247.0,295,112.0,80.0
4117248.0,15,216.0,
4117249.0,181,30.0,9.0
4117250.0,127,24.0,
4117251.0,50,24.0,
4117252.0,1037,534.0,254.0
4117253.0,1653,825.0,123.0
4117254.0,966,1493.0,114.0
4117255.0,550,257.0,75.0
4117256.0,400,893.0,409.0
4117257.0,5,22.0,3.0
4117258.0,367,69.0,10.0
4117259.0,202,186.0,
4117260.0,186,174.0,
4117261.0,122,124.0,81.0
4117262.0,19,9.0,
4117264.0,579,387.0,227.0
4117265.0,401,133.0,282.0
4117266.0,7,19.0,
4117267.0,4,21.0,
4117268.0,556,584.0,97.0
4117269.0,239,287.0,6.0
4117270.0,1,7.0,
4117271.0,125,2.0,
4117272.0,10,266.0,25.0
4117273.0,165,310.0,12.0
4117274.0,252,692.0,21.0
4117275.0,33,129.0,
4117276.0,84,257.0,9.0
4117277.0,417,248.0,32.0
4117278.0,656,391.0,27.0
4117279.0,222,188.0,12.0
4117280.0,980,202.0,46.0
4117281.0,306,436.0,13.0
4117282.0,278,316.0,9.0
4117283.0,240,358.0,2.0
4117284.0,144,280.0,
4117285.0,623,758.0,92.0
4117286.0,363,1153.0,89.0
4117287.0,1552,439.0,161.0
4117288.0,285,535.0,38.0
4117289.0,404,316.0,35.0
4117290.0,322,176.0,12.0
4117291.0,131,245.0,3.0
4117292.0,280,196.0,10.0
4117293.0,158,244.0,6.0
4117294.0,124,133.0,2.0
4117295.0,19,,2.0
4117296.0,4,117.0,34.0
4117297.0,38,7.0,111.0
4117298.0,27,60.0,
4117299.0,57,56.0,
4117302.0,3,3.0,
4117304.0,3,9.0,
4117305.0,3,10.0,
4117306.0,328,645.0,23.0
4117307.0,66,61.0,
4117308.0,7,27.0,7.0
4117309.0,4,105.0,
4117310.0,22,104.0,
4117311.0,175,132.0,7.0
4117312.0,63,9.0,
4117313.0,38,57.0,
4117314.0,6,,
4117315.0,140,302.0,465.0
4117316.0,83,235.0,51.0
4117317.0,47,379.0,41.0
4117318.0,1344,103.0,178.0
4117319.0,280,1336.0,153.0
4117320.0,114,119.0,62.0
4117321.0,805,1388.0,1324.0
4117322.0,1856,726.0,789.0
4117323.0,89,260.0,20.0
4117324.0,72,28.0,
4117325.0,75,187.0,10.0
4117326.0,251,54.0,14.0
4117327.0,12,140.0,
4117328.0,74,36.0,
4117329.0,73,449.0,
4117330.0,282,35.0,6.0
4117331.0,155,286.0,26.0
4117332.0,451,150.0,25.0
4117333.0,30,60.0,7.0
4117334.0,10,48.0,4.0
4117335.0,14,91.0,
4117336.0,41,16.0,6.0
4117337.0,16,168.0,
4117338.0,58,17.0,
4117339.0,97,149.0,18.0
4117340.0,218,53.0,
4117341.0,91,96.0,4.0
4117342.0,64,45.0,8.0
4117343.0,15,42.0,
4117344.0,30,31.0,
4117345.0,6,30.0,
4117346.0,86,115.0,
4117347.0,44,57.0,
4117348.0,97,21.0,
4117349.0,6,36.0,
4117350.0,1,3.0,
4117352.0,3,12.0,
4117353.0,15,11.0,
4117354.0,3,6.0,
4117355.0,30,101.0,
4117356.0,6,,
4117357.0,3,,
4117358.0,2,,
4117361.0,52,111.0,4.0
4117362.0,5,5.0,
4117363.0,3,,
4117364.0,168,381.0,96.0
4117365.0,118,116.0,4.0
4117366.0,77,482.0,26.0
4117367.0,779,82.0,22.0
4117368.0,15,66.0,
4117369.0,39,17.0,
4117370.0,31,172.0,
4117371.0,167,21.0,
4117372.0,1,45.0,
4117373.0,50,13.0,
4117374.0,6,25.0,
4117375.0,15,2.0,
4117377.0,39,5.0,
4117378.0,24,271.0,
4117379.0,158,4.0,
4117380.0,36,130.0,
4117381.0,163,48.0,
4117382.0,47,2.0,
4117383.0,8,64.0,
4117384.0,11,143.0,
4117385.0,94,10.0,
4117386.0,134,45.0,38.0
4117387.0,24,124.0,19.0
4117388.0,382,9.0,
4117389.0,11,598.0,5.0
4117390.0,5,372.0,2.0
4117391.0,527,12.0,
4117392.0,5,1.0,
4117393.0,16,1.0,
4117394.0,4,15.0,
4117396.0,382,873.0,38.0
4117397.0,2,14.0,
4117398.0,8,1.0,
4117399.0,51,98.0,3.0
4117400.0,10,,
4117402.0,6,,
4117406.0,240,29.0,
4117407.0,27,20.0,
4117408.0,1,4.0,
4117410.0,217,177.0,
4117411.0,186,452.0,7.0
4117413.0,6,73.0,
4117417.0,5,,
4117418.0,11,,
4117419.0,12,1.0,
4117420.0,17,7.0,
4117421.0,4,2.0,47.0
4117422.0,4,8.0,
4117423.0,97,406.0,34.0
4117424.0,6,,
4117426.0,17,6.0,
4117427.0,61,14.0,4.0
4117428.0,5,15.0,3.0
4117429.0,7,,
4117430.0,7,9.0,
4117433.0,219,88.0,80.0
4117434.0,1,,
4117435.0,4,,
4117440.0,2,1.0,
4117445.0,3,6.0,
4117447.0,6,8.0,
4117449.0,3,26.0,
4117454.0,1,,
4117456.0,35,5.0,
4117457.0,15,38.0,
4117482.0,1,,
4117555.0,1,,
4117558.0,1,1.0,
4117560.0,1,3.0,
4117572.0,3,3.0,
4117573.0,2,,
4117578.0,1,,
4117597.0,1,1.0,
4117600.0,1,,
4117611.0,2,,
4117613.0,2,,
4117615.0,3,,
4117616.0,1,18.0,
4117622.0,3,,
4117623.0,1,14.0,
4117630.0,4,,
4117631.0,1,,2.0
4117632.0,1,1.0,4.0
4117637.0,1,,
4117639.0,3,,
4117641.0,2,,
4117645.0,2,,
4117658.0,2,,
4117659.0,2,1.0,
4117672.0,2,,
4117679.0,1,,
4117728.0,1,,
4117758.0,1,,
4117768.0,1,,
4117773.0,1,,
4117790.0,5,3.0,
4117792.0,27,6.0,
4117793.0,11,123.0,
4117795.0,3,7.0,
4117797.0,5,3.0,
4117798.0,1,11.0,
4117799.0,8,,
4117800.0,1,18.0,
4117801.0,9,17.0,
4117802.0,15,3.0,
4117803.0,1,,
4117804.0,1,1.0,
4117829.0,1,,
4117833.0,1,3.0,
4117836.0,4,,
4117837.0,1,3.0,11.0
4117838.0,1,1.0,
4117840.0,2,,26.0
4117841.0,4,10.0,
4117842.0,4,,
4117846.0,1,6.0,29.0
4117852.0,10,12.0,
4117853.0,13,13.0,
4117854.0,19,16.0,
4117855.0,18,21.0,
4117856.0,13,4.0,
4117857.0,19,1.0,
4117858.0,2,,
4117859.0,6,,
4117860.0,3,,4.0
4117861.0,1,,
4117865.0,1,,
4117872.0,1,,
4117873.0,3,,
4117874.0,10,,
4117875.0,1,,3.0
4117879.0,4,20.0,360.0
4117895.0,14,12.0,
4117897.0,23,,
4117899.0,9,,
4117900.0,1,13.0,
4117901.0,1,17.0,
4117902.0,12,,
4117903.0,1,3.0,
4117905.0,3,,
4117906.0,2,1.0,
4117916.0,6,,
4117917.0,26,,
4117918.0,32,,
4117927.0,1,,
4117995.0,2,,
4118042.0,2,,
4118113.0,9,,
4118115.0,3,,
4118117.0,5,7.0,76.0
4118125.0,1,,
4118127.0,1,,
4118137.0,5,2.0,
4118140.0,1,1.0,
4118143.0,6,2.0,
4118144.0,1,13.0,
4118145.0,1,,
4118147.0,7,,
4118152.0,2,,108.0
4118157.0,1,,
4118158.0,1,3.0,
4118164.0,1,16.0,
4118165.0,5,,
4118167.0,1,,
4118168.0,2,,
4118175.0,4,,
4118177.0,1,,
4118178.0,1,,
4118180.0,4,,
4118181.0,2,,
4118184.0,1,1.0,
4118185.0,2,2.0,
4118186.0,6,2.0,
4118189.0,8,,2.0
4118191.0,10,1.0,
4118193.0,3,,
4118195.0,9,,
4118198.0,12,,
4118200.0,5,,
4118204.0,14,2.0,
4118206.0,1,,
4118207.0,2,3.0,
4118208.0,5,,
4118218.0,1,,
4118219.0,2,5.0,
4118220.0,4,,
4118222.0,2,2.0,
4118224.0,1,2.0,
4118225.0,1,,
4118228.0,2,,
4118230.0,7,,
4118234.0,1,6.0,
4118235.0,1,1.0,
4118239.0,1,,
4118244.0,4,10.0,
4118245.0,2,,
4118247.0,8,,
4118248.0,1,1.0,
4118255.0,88,49.0,3.0
4118258.0,7,1.0,3.0
4118260.0,8,1.0,
4118261.0,1,9.0,
4118262.0,4,,
4118263.0,1,8.0,
4118264.0,4,,
4118265.0,1,9.0,
4118266.0,22,2.0,
4118268.0,21,2.0,11.0
4118270.0,1,9.0,31.0
4118271.0,12,,27.0
4118272.0,4,14.0,
4118273.0,8,4.0,8.0
4118274.0,14,,
4118277.0,1,175.0,
4118278.0,10,459.0,
4118279.0,606,,15.0
4118281.0,22,,
4118283.0,14,,
4118284.0,1,27.0,
4118285.0,18,,
4118289.0,3,399.0,
4118290.0,402,7.0,
4118291.0,6,9.0,
4118292.0,3,5.0,
4118293.0,17,13.0,2.0
4118294.0,14,16.0,
4118295.0,1,6.0,
4118296.0,5,3.0,
4118297.0,4,18.0,14.0
4118298.0,1,1.0,
4118299.0,1,4.0,
4118303.0,2,1.0,
4118304.0,3,1.0,
4118307.0,1,,
4118310.0,8,,
4118313.0,16,1.0,
4118315.0,26,1.0,
4118317.0,2,,
4118318.0,2,,
4118319.0,6,29.0,
4118320.0,4,11.0,15.0
4118322.0,1,2.0,9.0
4118325.0,2,1.0,
4118326.0,15,11.0,28.0
4118328.0,9,10.0,
4118329.0,11,12.0,
4118330.0,25,35.0,
4118331.0,7,3.0,
4118332.0,21,34.0,
4118333.0,3,17.0,
4118334.0,4,4.0,
4118337.0,33,12.0,
4118338.0,370,52.0,34.0
4118339.0,20,16.0,39.0
4118340.0,14,25.0,
4118341.0,12,11.0,
4118342.0,17,24.0,
4118343.0,29,20.0,
4118344.0,14,11.0,
4118345.0,17,16.0,6.0
4118346.0,1,4.0,
4118347.0,4,1.0,
4118348.0,77,17.0,
4118351.0,2,3.0,
4118352.0,2,2.0,
4118353.0,1,,
4118355.0,1,2.0,
4118356.0,2,10.0,
4118359.0,2,4.0,
4118360.0,3,3.0,
4118361.0,2,4.0,
4118362.0,5,1.0,
4118363.0,2,3.0,
4118364.0,1,3.0,
4118365.0,5,2.0,
4118366.0,1,4.0,
4118368.0,27,39.0,63.0
4118369.0,11,25.0,8.0
4118370.0,7,35.0,
4118371.0,31,9.0,3.0
4118372.0,6,67.0,3.0
4118373.0,47,7.0,20.0
4118379.0,2,,
4118380.0,14,59.0,
4118382.0,1,47.0,2.0
4118383.0,2,4.0,
4118384.0,1,26.0,
4118385.0,63,8.0,3.0
4118386.0,8,32.0,2.0
4118387.0,3,11.0,
4118389.0,7,4.0,
4118391.0,24,,
4118392.0,20,9.0,
4118395.0,17,1.0,
4118397.0,3,,4.0
4118400.0,1,3.0,
4118401.0,17,,
4118402.0,48,6.0,
4118404.0,15,,
4118408.0,73,,
4118409.0,1,53.0,
4118410.0,52,1.0,
4118411.0,2,15.0,
4118414.0,1,,
4118417.0,2,,
4118419.0,4,,
4118422.0,1,,
4118424.0,31,,
4118425.0,1,21.0,
4118426.0,10,1.0,
4118428.0,81,,
4118429.0,49,,
4118432.0,15,288.0,
4118433.0,5,1.0,
4118436.0,3,,
4118438.0,2,2.0,
4118441.0,1,,
4118445.0,1,9.0,
4118446.0,1,,
4118450.0,2,,
4118451.0,1,,
4118455.0,3,,
4118459.0,13,,
4118461.0,5,,
4118463.0,11,,
4118474.0,2,3.0,26.0
4118476.0,7,,
4118478.0,20,1.0,14.0
4118482.0,1,,
4118483.0,5,,
4118484.0,1,,
4118485.0,2,4.0,
4118489.0,2,8.0,
4118491.0,2,3.0,
4118492.0,10,7.0,
4118493.0,5,,
4118494.0,1,,
4118496.0,3,,
4118498.0,19,1.0,
4118500.0,7,3.0,
4118502.0,11,1.0,
4118506.0,3,6.0,
4118507.0,4,1.0,
4118511.0,5,1.0,77.0
4118513.0,9,,
4118514.0,2,,
4118515.0,3,,
4118521.0,7,2.0,
4118523.0,13,30.0,
4118524.0,3,3.0,
4118528.0,5,8.0,
4118529.0,1,,
4118531.0,9,,
4118533.0,8,1.0,
4118534.0,3,9.0,
4118535.0,2,,
4118536.0,1,1.0,
4118538.0,5,,
4118540.0,1,,
4118544.0,1,1.0,
4118546.0,2,,
4118547.0,5,,
4118550.0,23,,
4118551.0,5,,
4118553.0,2,1.0,8.0
4118555.0,1,2.0,
4118557.0,26,10.0,
4118560.0,16,,
4118561.0,26,,
4118565.0,33,,
4118567.0,13,,
4118569.0,30,,
4118571.0,15,,
4118574.0,2,1.0,
4118575.0,3,1.0,
4118576.0,1,,
4118579.0,1,,4.0
4118621.0,8,,
4118622.0,4,2.0,
4118675.0,3,4.0,
4118677.0,4,,
4118678.0,1,,
4118687.0,2,1.0,
4118693.0,1,2.0,
4118858.0,2,1.0,
4118860.0,1,1.0,
4118874.0,1,,
4118876.0,1,,
4118960.0,1,,
4119000.0,1,,
4119010.0,2,,
4119012.0,5,18.0,
4119014.0,2,,
4119016.0,11,,
4119017.0,1,6.0,4.0
4119028.0,1,,2.0
4119029.0,27,229.0,142.0
4119032.0,97,16.0,6.0
4119033.0,3,,
4119036.0,1,,
4119037.0,1,,
4119038.0,12,,
4119039.0,2,,
4119040.0,2,,
4119044.0,2,1.0,
4119045.0,1,2.0,
4119046.0,1,,
4119050.0,3,,
4119052.0,1,,
4119053.0,1,6.0,
4119054.0,29,17.0,
4119055.0,18,43.0,
4119056.0,2,12.0,
4119057.0,14,5.0,
4119058.0,11,10.0,
4119059.0,1,,
4119061.0,7,,
4119062.0,10,12.0,
4119066.0,1,,
4119069.0,1,2.0,
4119072.0,1,,
4119074.0,1,,
4119094.0,1,,
4119103.0,2,,
4119104.0,5,,
4119106.0,1,66.0,92.0
4119115.0,5,,
4119116.0,2,,
4119117.0,11,1.0,
4119119.0,2,,
4119120.0,9,13.0,
4119121.0,16,8.0,
4119123.0,6,,
4119127.0,3,1.0,
4119129.0,1,,
4119131.0,1,,
4119134.0,2,2.0,
4119141.0,2,2.0,53.0
4119143.0,46,11.0,124.0
4119144.0,23,,
4119147.0,5,4.0,
4119148.0,1,,
4119152.0,36,12.0,9.0
4119153.0,16,58.0,
4119154.0,19,21.0,
4119156.0,23,28.0,2.0
4119169.0,14,10.0,2.0
4119175.0,23,,
4119179.0,9,,
4119181.0,1,,
4119183.0,3,,
4119188.0,2,,
4119190.0,2,4.0,
4119192.0,10,,
4119193.0,2,,
4119194.0,2,,
4119195.0,9,6.0,
4119197.0,1,3.0,
4119201.0,32,7.0,5.0
4119205.0,2,,
4119208.0,1,,
4119219.0,1,,
4119226.0,2,,
4119227.0,3,,
4119229.0,18,1.0,
4119231.0,8,,
4119232.0,3,8.0,
4119233.0,11,1.0,
4119234.0,6,,
4119236.0,1,7.0,4.0
4119237.0,5,1.0,
4119239.0,7,,
4119240.0,6,15.0,
4119241.0,61,23.0,17.0
4119242.0,5,,
4119243.0,5,,
4119244.0,13,9.0,
4119245.0,9,6.0,
4119246.0,29,51.0,2.0
4119247.0,33,36.0,
4119249.0,3,,
4119251.0,26,,
4119253.0,34,,
4119255.0,39,,
4119256.0,15,,
4119259.0,2,,
4119260.0,2,,
4119261.0,2,2.0,
4119262.0,1,,
4119263.0,1,,
4119264.0,3,,
4119267.0,4,,
4119269.0,8,,
4119271.0,1,,
4119274.0,6,,
4119276.0,14,,
4119278.0,1,,
4119286.0,3,,
4119287.0,2,,
4119294.0,1,11.0,
4119295.0,13,1.0,
4119296.0,1,,
4119297.0,7,2.0,3.0
4119298.0,4,,
4119300.0,16,,
4119303.0,12,,
4119304.0,5,,
4119307.0,14,,
4119312.0,1,10.0,
4119313.0,1,,
4119314.0,4,30.0,
4119315.0,30,1.0,
4119318.0,212,472.0,148.0
4119321.0,144,112.0,6.0
4119322.0,1,6.0,
4119323.0,5,1.0,
4119324.0,30,7.0,
4119325.0,7,61.0,
4119326.0,4,56.0,4.0
4119331.0,939,350.0,78.0
4119334.0,1,1.0,
4119338.0,2,,3.0
4119340.0,5,10.0,
4119341.0,7,,
4119342.0,4,20.0,
4119344.0,7,,5.0
4119345.0,14,,
4119346.0,82,20.0,
4119347.0,5,,
4119348.0,5,12.0,
4119349.0,2,,
4119351.0,32,1.0,
4119352.0,3,111.0,
4119354.0,1,3.0,
4119359.0,1,,
4119361.0,2,,
4119362.0,6,,
4119363.0,13,,
4119364.0,1,,
4119365.0,80,386.0,13.0
4119367.0,15,9.0,
4119369.0,12,16.0,
4119370.0,7,27.0,4.0
4119371.0,24,26.0,135.0
4119373.0,5,,
4119375.0,3,,
4119376.0,1,3.0,
4119377.0,1,,
4119378.0,50,16.0,
4119379.0,1502,1142.0,1969.0
4119380.0,25,,
4119381.0,24,123.0,
4119385.0,1,14.0,
4119386.0,26,6.0,
4119387.0,7,22.0,
4119388.0,7,,
4119389.0,47,46.0,
4119390.0,65,41.0,
4119391.0,15,53.0,
4119392.0,88,93.0,
4119393.0,8,,
4119394.0,78,41.0,
4119395.0,5,23.0,
4119396.0,4,3.0,
4119401.0,1,,
4119408.0,3,21.0,2.0
4119409.0,3,,
4119410.0,24,,
4119411.0,4,4.0,
4119412.0,32,,
4119413.0,70,79.0,
4119414.0,2,81.0,
4119415.0,27,,
4119416.0,15,296.0,
4119417.0,297,35.0,6.0
4119418.0,25,,
4119420.0,20,,
4119422.0,19,,
4119423.0,4,40.0,
4119425.0,10,,
4119428.0,522,44.0,21.0
4119429.0,18,483.0,
4119431.0,40,20.0,
4119432.0,84,263.0,3.0
4119434.0,145,104.0,
4119436.0,15,16.0,
4119439.0,43,5.0,
4119441.0,18,16.0,
4119443.0,3,,
4119446.0,1,1.0,
4119452.0,2,,
4119453.0,11,,
4119458.0,2,,
4119460.0,1,,
4119462.0,1,,
4119466.0,3,,
4119468.0,1,,
4119471.0,5,,
4119472.0,9,,
4119473.0,2,,
4119476.0,3,,
4119478.0,1,,
4119480.0,3,,
4119481.0,1,,
4119483.0,1,,
4119495.0,1,,
4119516.0,1,1.0,
4119541.0,2,,
4119543.0,2,,
4119555.0,5,,
4119557.0,3,,
4119561.0,11,,
4119563.0,4,,
4119565.0,1,,
4119566.0,1,3.0,
4119567.0,1,,
4119568.0,6,,
4119571.0,5,,
4119574.0,1,2.0,
4119597.0,2,,
4119599.0,1,,
4119604.0,4,,
4119611.0,6,,
4119613.0,1,,
4119617.0,3,,
4119619.0,4,,
4119630.0,1,,
4119638.0,4,,
4119642.0,3,,
4119647.0,7,,
4119649.0,1,,
4119651.0,1,,
4119654.0,1,,
4119655.0,1,,
4119659.0,4,,
4119662.0,1,,
4119666.0,9,,
4119667.0,36,37.0,
4119668.0,1,,
4119671.0,1,3.0,
4119673.0,7,,
4119674.0,1,,
4119677.0,22,,
4119679.0,3,,
4119683.0,6,,
4119686.0,1,,
4119689.0,1,4.0,
4119690.0,3,,
4119691.0,1,22.0,
4119692.0,17,,
4119693.0,1,,
4119697.0,1,,
4119705.0,6,,
4119710.0,1,,
4119722.0,84,151.0,9.0
4119723.0,1,55.0,
4119724.0,3,,
4119733.0,2,1.0,
4119736.0,1,,
4119740.0,1,,
4119755.0,3,2.0,
4119760.0,1,,
4119775.0,5,22.0,
4119780.0,14,2.0,
4119781.0,1,40.0,
4119786.0,6,85.0,
4119796.0,4,,
4119797.0,7,2.0,
4119801.0,3,,
4119804.0,1,,
4119808.0,112,,
4119809.0,9,,
4119810.0,4,1.0,
4119812.0,53,89.0,
4119821.0,1,7.0,
4119822.0,1,,
4119825.0,1,25.0,
4119828.0,1,,
4119841.0,1,,
4119849.0,1,,
4119860.0,1,,
4119863.0,2,,
4119877.0,1,,
4119897.0,14,,
4119899.0,6,,
4119901.0,3,,
4119905.0,2,,
4119909.0,1,2.0,
4119914.0,1,,
4119920.0,1,,
4119935.0,1,,
4119936.0,1,,
4119938.0,1,1.0,
4119941.0,9,,
4119943.0,20,,
4119944.0,10,,
4119948.0,106,1.0,
4119949.0,2,101.0,
4119950.0,52,,
4119951.0,1,33.0,
4119952.0,1,27.0,
4119953.0,37,3.0,
4119954.0,284,176.0,55.0
4119957.0,4,2.0,
4119958.0,1,2.0,
4119959.0,1,1.0,
4119961.0,1,1.0,
4119968.0,1,1.0,
4119992.0,1,,
4119996.0,4,53.0,
4120001.0,422,1176.0,52.0
4120006.0,1,,
4120019.0,4,8.0,
4120033.0,17,,
4120043.0,2,,
4120045.0,7,3.0,
4120046.0,8,89.0,
4120047.0,6,2.0,
4120048.0,205,54.0,316.0
4120050.0,36,2.0,
4120058.0,1,25.0,
4120072.0,32,1.0,9.0
4120076.0,2,,
4120181.0,1,,
4120191.0,1,,
4120279.0,1,,
4120317.0,7,,
4120390.0,1,,
4120433.0,1,30.0,
4120435.0,206,285.0,70.0
4120436.0,383,794.0,40.0
4120437.0,59,621.0,48.0
4120438.0,657,83.0,125.0
4120441.0,118,83.0,2.0
4120442.0,179,27.0,194.0
4120443.0,29,428.0,196.0
4120444.0,122,40.0,70.0
4120447.0,9,225.0,
4120448.0,97,16.0,
4120449.0,912,656.0,46.0
4120450.0,580,316.0,11.0
4120452.0,2,1.0,
4120453.0,205,693.0,97.0
4120454.0,852,161.0,79.0
4120456.0,32,2.0,
4120457.0,295,564.0,80.0
4120476.0,2,,
4120478.0,3,,
4120482.0,2,,
4120496.0,3,,
4120498.0,2,,
4120500.0,1,,
4120509.0,7,48.0,
4120511.0,95,62.0,
4120515.0,373,13.0,5.0
4120516.0,5,173.0,
4120518.0,2,105.0,
4120519.0,32,30.0,
4120520.0,1,32.0,
4120524.0,6,,
4120546.0,3,,
4120597.0,3,,
4120708.0,1,2.0,
4120729.0,1,,
4120746.0,3,,
4120750.0,449,1152.0,95.0
4120783.0,1,,
4120784.0,1,1.0,
4120801.0,2,,
4120802.0,1,,
4120803.0,1,,
4120804.0,1,,
4120807.0,2,2.0,
4120808.0,1,2.0,
4120811.0,2,,
4120812.0,1,3.0,
4120969.0,1,,
4120977.0,15,,
4120978.0,23,111.0,
4121007.0,35,15.0,
4121008.0,1939,947.0,386.0
4121010.0,463,60.0,17.0
4121024.0,212,82.0,34.0
4121025.0,247,79.0,24.0
4121050.0,1,,
4121198.0,1,1.0,
4121258.0,1,,
4121272.0,1,,
4121287.0,2,,
4121289.0,10,,
4121304.0,9,,
4121308.0,2,,
4121315.0,1,,
4121322.0,25,10.0,
4121326.0,81,116.0,29.0
4121327.0,31,76.0,14.0
4121328.0,1,,
4121329.0,63,84.0,15.0
4121332.0,1,,
4121336.0,2,3.0,
4121337.0,2,,
4121338.0,8,2.0,
4121339.0,2,5.0,
4121340.0,11,6.0,
4121341.0,3,,
4121344.0,1,2.0,
4121346.0,1,,
4121350.0,5,,3.0
4121358.0,1,,
4121360.0,2,,
4121364.0,35,108.0,6.0
4121366.0,26,5.0,
4121367.0,11,13.0,
4121368.0,4,19.0,3.0
4121374.0,2,33.0,
4121388.0,34,1.0,12.0
4121392.0,19,4.0,
4121395.0,49,41.0,
4121403.0,1,,
4121408.0,37,33.0,
4121409.0,2,,
4121413.0,1,1.0,
4121414.0,2,,
4121416.0,1,,
4121417.0,2,,
4121420.0,1,,
4121423.0,5,1.0,
4121427.0,1,,
4121431.0,19,8.0,218.0
4121432.0,1,1.0,
4121445.0,1,1.0,
4121447.0,2,,
4121468.0,1,,
4121470.0,1,,
4121492.0,5,16.0,
4121502.0,2,,
4121515.0,2,,
4121541.0,2,,2.0
4121596.0,3,,
4121605.0,44,59.0,
4121606.0,24,69.0,
4121610.0,1,,
4121612.0,1,,
4121618.0,1,,
4121620.0,1,,
4121625.0,3,,
4121675.0,1,,
4121693.0,3,,
4121694.0,1,,
4121699.0,1,,
4121700.0,1,,
4121710.0,1,,
4121715.0,1,,
4121718.0,3,,
4121751.0,1,,
4121759.0,1,,
4121766.0,394,848.0,316.0
4121767.0,6,56.0,
4121768.0,33,2.0,
4121770.0,38,1.0,
4121775.0,945,408.0,165.0
4121777.0,129,5.0,29.0
4121781.0,1,,
4121801.0,469,48.0,4.0
4121802.0,2,4.0,
4121804.0,16,,
4121805.0,84,7.0,
4121806.0,4,,
4121808.0,49,24.0,
4121812.0,2,2.0,
4121813.0,357,215.0,5.0
4121823.0,9,18.0,
4121824.0,7,14.0,
4121825.0,15,9.0,
4121832.0,2,,
4121834.0,4,,
4121870.0,3,1.0,
4121872.0,3,2.0,
4121878.0,1,3.0,
4121900.0,5,,
4121928.0,1,7.0,2.0
4121929.0,3,3.0,13.0
4121932.0,1,,
4121937.0,2,2.0,
4121940.0,1,1.0,
4121942.0,3,,
4121944.0,3,,
4121948.0,1,,
4121950.0,13,22.0,
4121970.0,1,,
4121983.0,1,25.0,
4121984.0,1,39.0,
4121985.0,19,25.0,
4121986.0,8,8.0,
4121987.0,15,,
4121988.0,25,,
4121990.0,5,1.0,
4121991.0,8,55.0,
4121992.0,196,,14.0
4121993.0,4,176.0,
4121994.0,12,273.0,23.0
4121995.0,177,26.0,
4121996.0,549,111.0,
4121997.0,73,459.0,
4121998.0,443,158.0,7.0
4121999.0,61,328.0,4.0
4122000.0,32,14.0,
4122017.0,2,,
4122018.0,6,,
4122023.0,1,,
4122026.0,2,,
4122054.0,8,3.0,9.0
4122059.0,2,,
4122063.0,1,,
4122066.0,2,,
4122079.0,2,4.0,
4122083.0,123,51.0,
4122084.0,14,3.0,2.0
4122085.0,4,87.0,15.0
4122086.0,86,14.0,
4122098.0,2,,
4122155.0,1,8.0,
4122159.0,2,,
4122161.0,5,18.0,
4122162.0,10,6.0,
4122163.0,9,34.0,
4122164.0,65,15.0,
4122165.0,63,13.0,
4122166.0,5,153.0,
4122167.0,35,,
4122168.0,104,4.0,
4122169.0,78,6.0,
4122171.0,101,11.0,
4122174.0,1827,1639.0,1104.0
4122175.0,19,3.0,
4122176.0,454,341.0,96.0
4122177.0,718,1260.0,13.0
4122178.0,9,50.0,
4122202.0,6,6.0,
4122203.0,36,8.0,
4122205.0,1,1.0,
4122210.0,6,16.0,
4122211.0,6,,
4122212.0,4,,
4122214.0,10373,5621.0,11915.0
4122215.0,6313,3441.0,10033.0
4122216.0,1,,
4122217.0,1,,
4122246.0,1,,
4122252.0,1,,
4122254.0,69,,
