'||승차역ID1||',startCount,end_count,transfer_count
4102896.0,136,37.0,12.0
4102897.0,27,210.0,18.0
4102898.0,49,10.0,
4102899.0,6,68.0,
4102900.0,50,14.0,2.0
4102901.0,10,41.0,3.0
4102902.0,48,17.0,3.0
4102903.0,21,44.0,
4102904.0,67,9.0,3.0
4102905.0,5,52.0,3.0
4102906.0,15,44.0,2.0
4102907.0,72,24.0,4.0
4102908.0,22,44.0,
4102909.0,35,74.0,10.0
4102910.0,87,28.0,21.0
4102911.0,84,176.0,20.0
4102912.0,161,80.0,75.0
4102913.0,12,22.0,
4102914.0,34,10.0,
4102915.0,34,37.0,
4102916.0,80,68.0,2.0
4102917.0,12,4.0,
4102918.0,6,17.0,
4102919.0,30,9.0,
4102920.0,18,5.0,2.0
4102921.0,376,222.0,16.0
4102922.0,50,49.0,2.0
4102923.0,13,115.0,
4102925.0,111,26.0,8.0
4102926.0,15,8.0,2.0
4102929.0,4,3.0,
4102930.0,1,25.0,
4102931.0,153,104.0,
4102932.0,332,88.0,7.0
4102933.0,22,9.0,
4102935.0,98,17.0,
4102936.0,28,46.0,
4102937.0,49,,
4102938.0,3,49.0,
4102939.0,6,4.0,
4102941.0,97,9.0,7.0
4102942.0,12,28.0,
4102943.0,107,8.0,15.0
4102944.0,15,119.0,6.0
4102945.0,167,26.0,5.0
4102946.0,9,2.0,
4102949.0,1,,
4102953.0,11,6.0,3.0
4102978.0,2,,
4102987.0,1,,
4102993.0,2,,
4102998.0,2,,
4103001.0,1,,
4103003.0,4,,
4103005.0,2,,
4103006.0,1,,
4103030.0,1,,
4103121.0,17,33.0,23.0
4103122.0,129,27.0,46.0
4103125.0,1,4.0,
4103126.0,4,,
4103127.0,3,,
4103132.0,1,,
4103133.0,1,3.0,
4103135.0,4,,
4103137.0,1,1.0,
4103144.0,30,,13.0
4103145.0,1,1.0,
4103146.0,4,2.0,
4103162.0,2,26.0,
4103163.0,39,4.0,
4103168.0,2,,
4103190.0,2,,
4103200.0,3,,
4103204.0,1,,
4103206.0,1,,
4103215.0,2,,
4103239.0,1,,
4103240.0,19,,7.0
4103241.0,4,,
4103242.0,1,,
4103256.0,58,40.0,
4103258.0,62,52.0,59.0
4103260.0,69,78.0,
4103263.0,80,102.0,71.0
4103265.0,3,25.0,
4103266.0,1,6.0,
4103269.0,1,3.0,
4103270.0,2,1.0,
4103271.0,3,2.0,
4103272.0,2,,
4103273.0,1,1.0,
4103275.0,6,,
4103276.0,12,,
4103277.0,2,,
4103279.0,595,16.0,2132.0
4103281.0,1,,5.0
4103282.0,1,,
4103284.0,1,34.0,
4103285.0,7,83.0,45.0
4103288.0,1,8.0,
4103296.0,8,1.0,
4103297.0,6,,
4103298.0,8,,
4103299.0,14,,4.0
4103300.0,3,,
4103301.0,11,,
4103303.0,1,,
4103307.0,2,,
4103308.0,4,1.0,
4103310.0,1,,
4103312.0,1,,
4103316.0,1,3.0,
4103317.0,2,,
4103318.0,2,,
4103320.0,2,,
4103323.0,15,4.0,
4103324.0,6,1.0,
4103328.0,19,1.0,2.0
4103333.0,4,16.0,
4103342.0,7,,
4103343.0,8,,
4103347.0,6,,
4103351.0,4,,
4103352.0,4,,
4103353.0,9,5.0,
4103357.0,3,,
4103358.0,1,3.0,
4103361.0,4,,
4103365.0,1,1.0,
4103366.0,2,5.0,
4103374.0,12,1.0,35.0
4103376.0,3,2.0,
4103378.0,34,6.0,3.0
4103379.0,18,,5.0
4103380.0,18,1.0,
4103381.0,2,,
4103382.0,1,,
4103386.0,2,20.0,5.0
4103387.0,5,9.0,
4103389.0,6,2.0,
4103390.0,4,,
4103392.0,5,,
4103394.0,3,1.0,
4103399.0,7,,
4103400.0,1,,
4103401.0,6,5.0,
4103402.0,4,2.0,
4103403.0,1,3.0,
4103406.0,22,104.0,5.0
4103407.0,6,10.0,
4103408.0,1,1.0,2.0
4103411.0,3,,
4103413.0,7,,
4103415.0,19,,
4103417.0,10,1.0,
4103419.0,8,,
4103424.0,1,14.0,
4103425.0,6,7.0,6.0
4103426.0,3,,
4103427.0,1,1.0,
4103430.0,2,10.0,
4103431.0,12,4.0,
4103432.0,11,,
4103433.0,10,,
4103434.0,19,1.0,2.0
4103435.0,13,,
4103437.0,4,,
4103438.0,3,,
4103441.0,6,1.0,
4103448.0,1,,
4103453.0,5,,
4103454.0,15,,
4103457.0,36,,
4103458.0,26,,8.0
4103460.0,11,,
4103461.0,2,9.0,27.0
4103462.0,1,4.0,
4103463.0,1,7.0,19.0
4103465.0,1,1.0,
4103466.0,3,,
4103467.0,6,1.0,
4103469.0,1,1.0,
4103471.0,2,13.0,
4103472.0,10,2.0,
4103473.0,2,1.0,
4103475.0,8,,
4103477.0,13,,
4103479.0,1,,
4103480.0,13,15.0,
4103481.0,7,78.0,2.0
4103482.0,3,,
4103484.0,214,181.0,61.0
4103485.0,54,61.0,3.0
4103486.0,140,123.0,8.0
4103487.0,28,36.0,
4103488.0,2,4.0,
4103489.0,173,39.0,15.0
4103490.0,27,167.0,7.0
4103491.0,37,180.0,54.0
4103492.0,199,50.0,25.0
4103493.0,199,109.0,346.0
4103494.0,52,72.0,140.0
4103495.0,9,70.0,
4103497.0,7,2.0,
4103502.0,1,,
4103503.0,4,5.0,
4103505.0,3,1.0,41.0
4103506.0,3,,
4103507.0,2,1.0,
4103509.0,15,,
4103511.0,6,,
4103513.0,2,,
4103515.0,24,,
4103520.0,10,,
4103521.0,13,,
4103522.0,3,15.0,110.0
4103523.0,10,10.0,
4103524.0,18,32.0,7.0
4103525.0,36,19.0,
4103526.0,32,7.0,
4103527.0,23,5.0,
4103528.0,18,1.0,
4103529.0,9,16.0,
4103530.0,38,26.0,
4103531.0,17,16.0,17.0
4103532.0,4,3.0,5.0
4103533.0,35,21.0,24.0
4103534.0,54,32.0,16.0
4103535.0,23,13.0,7.0
4103536.0,1,8.0,
4103537.0,5,28.0,
4103538.0,15,39.0,
4103539.0,10,24.0,
4103540.0,30,14.0,
4103541.0,9,4.0,
4103542.0,1,3.0,2.0
4103543.0,15,9.0,
4103544.0,2,4.0,
4103545.0,69,11.0,127.0
4103547.0,3,41.0,7.0
4103548.0,57,9.0,
4103549.0,14,57.0,
4103550.0,1,,
4103551.0,55,2.0,
4103552.0,1,74.0,
4103553.0,1,6.0,
4103554.0,39,,
4103555.0,80,,5.0
4103556.0,2,55.0,2.0
4103557.0,46,,
4103558.0,1,55.0,
4103560.0,29,,
4103562.0,2,,
4103564.0,9,13.0,45.0
4103565.0,12,6.0,15.0
4103566.0,93,169.0,30.0
4103567.0,131,110.0,20.0
4103568.0,5,11.0,88.0
4103569.0,14,4.0,9.0
4103571.0,148,623.0,149.0
4103572.0,17,45.0,119.0
4103573.0,3,,
4103574.0,19,9.0,
4103575.0,40,203.0,26.0
4103576.0,1,23.0,9.0
4103577.0,21,,
4103578.0,1,22.0,
4103579.0,14,1.0,
4103581.0,14,15.0,
4103585.0,6,,
4103587.0,6,,
4103588.0,6,,
4103589.0,48,10.0,
4103590.0,1,17.0,
4103591.0,177,42.0,209.0
4103592.0,9,25.0,87.0
4103593.0,1335,124.0,1065.0
4103594.0,6,27.0,125.0
4103595.0,179,106.0,142.0
4103596.0,5,16.0,5.0
4103597.0,11,11.0,
4103598.0,14,4.0,
4103599.0,11,4.0,
4103600.0,6,18.0,
4103601.0,111,102.0,
4103602.0,105,125.0,19.0
4103603.0,102,83.0,17.0
4103606.0,1,13.0,
4103607.0,7,1.0,61.0
4103608.0,9,,
4103611.0,9,1.0,
4103612.0,24,2.0,
4103613.0,1,22.0,
4103615.0,52,2.0,
4103616.0,24,,
4103617.0,1,43.0,26.0
4103619.0,1,,
4103620.0,2,8.0,
4103621.0,11,5.0,4.0
4103622.0,1,8.0,
4103623.0,389,105.0,12.0
4103624.0,2,26.0,
4103625.0,393,278.0,29.0
4103626.0,12,1.0,
4103627.0,1,16.0,
4103629.0,1,,
4103633.0,1,1.0,
4103634.0,44,11.0,5.0
4103635.0,18,25.0,4.0
4103636.0,5,59.0,
4103637.0,5,6.0,
4103638.0,1,10.0,
4103639.0,298,128.0,113.0
4103640.0,168,287.0,67.0
4103641.0,68,287.0,48.0
4103642.0,282,206.0,101.0
4103644.0,3,,
4103647.0,6,1.0,
4103649.0,2,20.0,
4103650.0,24,4.0,
4103653.0,20,11.0,
4103654.0,12,9.0,
4103655.0,14,43.0,7.0
4103656.0,14,2.0,4.0
4103657.0,10,25.0,
4103658.0,15,10.0,4.0
4103659.0,14,3.0,3.0
4103660.0,10,6.0,
4103662.0,3,5.0,6.0
4103663.0,9,3.0,81.0
4103666.0,9,3.0,
4103667.0,55,23.0,
4103668.0,21,46.0,15.0
4103670.0,3,11.0,260.0
4103671.0,2,28.0,56.0
4103673.0,5,15.0,
4103674.0,10,7.0,
4103675.0,21,12.0,
4103676.0,18,35.0,
4103677.0,17,25.0,
4103678.0,1,4.0,
4103680.0,1,4.0,
4103681.0,2,1.0,
4103682.0,8,6.0,
4103683.0,6,,
4103684.0,10,,
4103685.0,6,,
4103686.0,11,1.0,
4103687.0,3,,
4103688.0,2,,133.0
4103689.0,5,4.0,
4103690.0,7,2.0,
4103691.0,10,8.0,2.0
4103692.0,11,20.0,
4103693.0,15,11.0,
4103694.0,6,23.0,
4103695.0,6,17.0,
4103696.0,6,10.0,4.0
4103697.0,4,9.0,12.0
4103698.0,12,9.0,12.0
4103700.0,3,1.0,
4103701.0,2,11.0,4.0
4103702.0,2,5.0,
4103703.0,21,5.0,
4103704.0,6,12.0,3.0
4103706.0,1,,
4103707.0,2,,
4103709.0,7,,
4103716.0,11,1.0,
4103717.0,1,11.0,
4103718.0,18,1.0,
4103719.0,28,,
4103721.0,18,,
4103723.0,27,,4.0
4103725.0,1,16.0,96.0
4103726.0,14,1.0,97.0
4103727.0,3,12.0,
4103729.0,8,17.0,
4103730.0,14,17.0,
4103731.0,3,,
4103733.0,1,2.0,
4103734.0,1,6.0,
4103735.0,2,4.0,
4103736.0,3,2.0,
4103737.0,1,2.0,
4103739.0,2,1.0,
4103740.0,2,3.0,
4103741.0,1,2.0,
4103742.0,2,7.0,
4103743.0,17,12.0,5.0
4103744.0,3,5.0,
4103746.0,1,10.0,
4103750.0,7,1.0,
4103751.0,3,,
4103753.0,4,,
4103755.0,348,193.0,80.0
4103756.0,10,,61.0
4103757.0,1,6.0,44.0
4103758.0,1,2.0,
4103760.0,5,1.0,
4103761.0,1,3.0,
4103762.0,4,4.0,
4103763.0,3,,
4103765.0,13,6.0,
4103766.0,5,8.0,
4103767.0,10,1.0,
4103768.0,2,11.0,
4103769.0,11,16.0,3.0
4103770.0,15,12.0,
4103772.0,3,1.0,
4103773.0,5,8.0,
4103774.0,1,5.0,
4103775.0,5,1.0,
4103776.0,4,,
4103777.0,11,4.0,
4103778.0,4,17.0,
4103779.0,2,15.0,
4103781.0,10,3.0,
4103782.0,1,8.0,
4103783.0,17,2.0,
4103786.0,2,13.0,
4103787.0,26,4.0,
4103788.0,2,14.0,
4103790.0,34,40.0,25.0
4103791.0,22,25.0,29.0
4103792.0,2,3.0,
4103793.0,2,4.0,
4103794.0,2,2.0,
4103795.0,1,,
4103796.0,1,,
4103797.0,1,3.0,
4103798.0,17,2.0,
4103799.0,5,17.0,
4103801.0,13,,
4103802.0,6,,
4103805.0,3,8.0,
4103806.0,8,4.0,
4103807.0,53,3.0,25.0
4103808.0,4,26.0,
4103809.0,11,2.0,7.0
4103810.0,4,20.0,
4103811.0,18,29.0,
4103812.0,66,27.0,10.0
4103813.0,33,69.0,
4103814.0,36,5.0,
4103815.0,3,40.0,
4103816.0,2,3.0,3.0
4103818.0,16,,
4103820.0,12,,
4103822.0,1,22.0,
4103824.0,17,80.0,2.0
4103825.0,103,49.0,126.0
4103826.0,31,28.0,
4103827.0,30,35.0,
4103828.0,10,28.0,
4103829.0,1,2.0,28.0
4103830.0,13,3.0,30.0
4103831.0,2,5.0,
4103833.0,1,7.0,
4103837.0,6,,
4103841.0,2,,
4103843.0,1,,
4103850.0,1,,
4103854.0,2,,
4103856.0,4,,
4103863.0,2,,
4103864.0,1,1.0,
4103868.0,1,,
4103875.0,1,,
4103878.0,1,,
4103883.0,4,6.0,
4103884.0,2,2.0,
4103891.0,2,,
4103892.0,1,,
4103899.0,1,,
4103900.0,2,,
4103904.0,1,,
4103914.0,4,4.0,
4103915.0,2,,
4103945.0,2,,
4103953.0,1,,
4103955.0,1,,
4103957.0,1,,
4103974.0,1,6.0,
4103980.0,2,,
4103984.0,1,,
4104003.0,1,,
4104006.0,1,,
4104008.0,1,,
4104013.0,5,5.0,
4104014.0,1,,
4104022.0,1,,
4104063.0,1,,
4104289.0,1,,
4104593.0,14,,
4104613.0,1,,
4104691.0,1,,
4104693.0,51,,
4104713.0,1,,
4104720.0,3,31.0,
4104781.0,2,,
4104784.0,2,,
4104796.0,1,,
4104800.0,1,,
4104804.0,1,,
4104904.0,1,,
4104905.0,1,,
4104952.0,1,,
4104959.0,1,,
4104992.0,1,,
4105064.0,1,,
4105155.0,2,,
4105161.0,1,,
4105162.0,1,,
4105201.0,40,2.0,4.0
4105202.0,3,,
4105205.0,3,,
4105206.0,7,1.0,
4105207.0,1,5.0,
4105209.0,1,,
4105210.0,5,5.0,
4105211.0,5,2.0,
4105214.0,2,,
4105215.0,7,3.0,
4105216.0,15,3.0,
4105218.0,30,1.0,
4105221.0,6,,
4105223.0,8,,
4105225.0,10,,
4105226.0,18,4.0,
4105227.0,3,25.0,
4105229.0,4,,
4105232.0,3,,
4105234.0,2,1.0,14.0
4105237.0,1,10.0,
4105238.0,21,1.0,
4105239.0,26,1.0,4.0
4105240.0,3,24.0,
4105242.0,3,,
4105243.0,1,,
4105247.0,1,161.0,
4105248.0,100,,114.0
4105249.0,39,,13.0
4105250.0,1,75.0,
4105251.0,3,,
4105254.0,1,1.0,
4105255.0,11,1.0,6.0
4105256.0,1,6.0,
4105257.0,12,1.0,3.0
4105258.0,2,4.0,
4105259.0,31,1.0,
4105260.0,1,11.0,
4105261.0,32,1.0,
4105262.0,2,25.0,
4105263.0,19,,6.0
4105266.0,22,1.0,9.0
4105267.0,13,3.0,
4105269.0,19,1.0,63.0
4105271.0,5,7.0,30.0
4105273.0,3,30.0,2.0
4105274.0,18,3.0,
4105275.0,2,,
4105278.0,6,,
4105279.0,1,10.0,
4105280.0,38,12.0,
4105282.0,9,,
4105283.0,3,6.0,
4105284.0,5,2.0,
4105285.0,3,4.0,
4105286.0,3,,
4105287.0,8,1.0,
4105288.0,5,4.0,
4105289.0,20,,
4105290.0,8,6.0,
4105291.0,35,,3.0
4105293.0,1,3.0,
4105296.0,27,,16.0
4105297.0,269,,182.0
4105299.0,25,,7.0
4105302.0,58,,2.0
4105304.0,68,1.0,
4105305.0,55,601.0,233.0
4105306.0,343,1.0,423.0
4105307.0,3,17.0,3.0
4105308.0,16,2.0,2.0
4105309.0,30,6.0,43.0
4105311.0,47,7.0,5.0
4105313.0,3,109.0,8.0
4105315.0,2,,
4105317.0,2,13.0,
4105318.0,10,,
4105320.0,3,,
4105322.0,11,1.0,
4105323.0,2,,
4105325.0,4,1.0,
4105326.0,3,5.0,
4105327.0,4,5.0,
4105328.0,24,20.0,4.0
4105329.0,39,31.0,15.0
4105330.0,15,8.0,
4105331.0,4,6.0,
4105335.0,44,,
4105337.0,25,1.0,56.0
4105338.0,1,155.0,17.0
4105339.0,75,3.0,17.0
4105340.0,24,,
4105341.0,1,42.0,
4105344.0,1,3.0,
4105345.0,3,6.0,
4105346.0,8,7.0,
4105347.0,9,1.0,
4105348.0,10,3.0,
4105349.0,5,8.0,
4105350.0,3,,
4105353.0,8,11.0,
4105361.0,11,6.0,
4105363.0,5,3.0,
4105364.0,1,,
4105365.0,3,1.0,
4105367.0,12,,
4105370.0,3,,
4105371.0,201,659.0,90.0
4105374.0,54,3.0,90.0
4105375.0,24,116.0,273.0
4105376.0,59,30.0,9.0
4105377.0,112,134.0,91.0
4105378.0,213,884.0,374.0
4105379.0,958,410.0,125.0
4105380.0,415,995.0,196.0
4105381.0,961,379.0,137.0
4105382.0,382,341.0,952.0
4105383.0,185,717.0,562.0
4105399.0,36,1.0,
4105407.0,1,,
4105458.0,1,,
4105462.0,2,,
4105464.0,1,,
4105484.0,1,,
4105531.0,2,,
4105537.0,2,,
4105555.0,1,,
4105558.0,1,,
4105565.0,1,,
4105573.0,1,,
4105581.0,1,,
4105585.0,2,,
4105587.0,2,,
4105591.0,1,,
4105597.0,1,,
4105600.0,9,1.0,3.0
4105602.0,7,,
4105603.0,3,,
4105605.0,9,,
4105612.0,2,,
4105613.0,2,,
4105614.0,2,,
4105618.0,3,,
4105620.0,1,,
4105621.0,1,,
4105624.0,122,258.0,7.0
4105629.0,2,,
4105633.0,49,78.0,
4105634.0,119,184.0,7.0
4105649.0,3,47.0,
4105650.0,30,49.0,
4105651.0,2,,
4105670.0,5,,
4105674.0,2,,
4105676.0,1,3.0,
4105690.0,1,,
4105691.0,1,,
4105693.0,1,,
4105695.0,4,,
4105697.0,1,,
4105707.0,1,,
4105736.0,1,,
4105742.0,1,,
4105743.0,2,1.0,
4105746.0,5,1.0,
4105765.0,1,,
4105771.0,8,,8.0
4105773.0,1,,
4105775.0,17,,
4105779.0,2,,
4105783.0,1,1.0,
4105784.0,1,,
4105791.0,1,,
4105795.0,3,,
4105812.0,1,,
4105852.0,1,,
4105880.0,1,,
4105896.0,1,,
4105941.0,1,,
4105955.0,5,,
4105964.0,1,,
4105976.0,1,,
4106043.0,1,,
4106077.0,1,,
4106084.0,1,,
4106089.0,1,,
4106113.0,1,,
4106119.0,1,,
4106169.0,1,,
4106190.0,2,,
4106315.0,1,,
4106390.0,1,,
4106497.0,1,,
4106526.0,4,,
4106538.0,1,,
4106561.0,17,,17.0
4106572.0,1,1.0,
4106600.0,1,,
4106613.0,1,,
4106616.0,4,,
4106623.0,3,,
4106634.0,2,,
4106657.0,17,,7.0
4106658.0,1,,
4106662.0,1,,
4106665.0,8,,
4106667.0,1,,
4106676.0,1,,
4106684.0,1,,
4106695.0,5,,
4106700.0,2,,
4106707.0,1,,
4106741.0,1,,
4106756.0,34,4.0,2.0
4106768.0,2,,
4106771.0,1,,
4106794.0,12,13.0,
4106798.0,2770,2709.0,3956.0
4106818.0,5,,
4106821.0,10,,9.0
4106822.0,1,19.0,
4106837.0,7,,
4106851.0,5,,
4106852.0,10,,
4106859.0,12,,
4106877.0,1,,
4106885.0,2,,
4106887.0,1,,
4106910.0,1,,
4106922.0,2,,
4106925.0,1,,
4106933.0,5,64.0,2.0
4106934.0,36,5.0,6.0
4106935.0,3,26.0,
4106936.0,6,,
4106937.0,1,13.0,
4106938.0,7,,2.0
4106940.0,7,1.0,
4106941.0,2,15.0,
4106943.0,8,1.0,
4106945.0,8,,
4106946.0,8,1.0,
4106948.0,21,,
4106950.0,68,,5.0
4106951.0,1,75.0,
4106952.0,9,4.0,
4106953.0,1,5.0,
4106954.0,1,2.0,
4106955.0,1,1.0,
4106956.0,6,,
4106958.0,14,,9.0
4106960.0,6,,6.0
4106961.0,1,3.0,
4106962.0,1,,
4106964.0,9,1.0,
4106965.0,3,3.0,
4106966.0,10,,3.0
4106968.0,33,14.0,
4106969.0,4,1.0,
4106971.0,20,10.0,
4106972.0,19,,
4106973.0,3,8.0,
4106975.0,2,2.0,
4106976.0,4,9.0,
4106981.0,1,1.0,
4106984.0,4,3.0,
4106989.0,3,,
4106991.0,10,,
4107002.0,1,,
4107028.0,2,2.0,
4107029.0,4,1.0,
4107032.0,3,10.0,
4107033.0,2,5.0,54.0
4107034.0,2,,
4107035.0,10,5.0,
4107038.0,2,12.0,
4107039.0,9,,
4107040.0,1,6.0,
4107041.0,18,1.0,
4107042.0,1,13.0,
4107044.0,16,1.0,
4107045.0,36,2.0,
4107046.0,32,,
4107048.0,5,1.0,
4107049.0,3,21.0,
4107050.0,24,,
4107051.0,20,,
4107054.0,8,,4.0
4107058.0,4,8.0,
4107059.0,20,12.0,
4107060.0,9,6.0,
4107061.0,6,10.0,
4107066.0,17,1.0,
4107067.0,3,12.0,
4107068.0,6,15.0,
4107069.0,18,,
4107070.0,23,,
4107072.0,23,,
4107074.0,1,39.0,
4107075.0,45,,
4107076.0,1,46.0,
4107077.0,60,,
4107079.0,18,,
4107086.0,1,5.0,
4107087.0,5,,
4107088.0,5,,
4107091.0,5,,
4107093.0,12,,
4107096.0,2,,
4107097.0,2,,
4107102.0,1,,
4107103.0,2,2.0,
4107104.0,9,8.0,
4107105.0,2,8.0,
4107106.0,5,5.0,
4107111.0,1,,
4107119.0,16,,
4107121.0,50,,
4107122.0,35,,
4107124.0,9,9.0,
4107125.0,12,,
4107127.0,1,,
4107129.0,7,,
4107132.0,14,6.0,
4107136.0,2,,
4107163.0,2,,
4107173.0,5,1.0,
4107187.0,6,,
4107189.0,1,1.0,
4107190.0,1,,
4107191.0,4,2.0,
4107207.0,1,,
4107211.0,1,,
4107218.0,2,,
4107229.0,2,,
4107230.0,2,7.0,
4107241.0,1,,
4107244.0,3,,
4107258.0,2,1.0,
4107277.0,1,,
4107278.0,1,,
4107281.0,4,,
4107284.0,2,,
4107295.0,9,,
4107307.0,1,,
4107328.0,2,,
4107337.0,3,,
4107340.0,1,,
4107342.0,1,7.0,
4107360.0,2,,
4107362.0,1,,
4107373.0,2,,
4107392.0,1,,
4107394.0,3,,
4107399.0,2,,
4107402.0,3,,
4107404.0,3,,
4107406.0,1,,
4107436.0,2,,
4107465.0,1,,
4107472.0,1,,
4107491.0,1,,
4107519.0,1,,
4107526.0,4,1.0,
4107528.0,1,1.0,
4107531.0,2,,
4107532.0,17,1.0,
4107542.0,1,,
4107556.0,1,,
4107558.0,1,,
4107564.0,2,1.0,
4107565.0,1,2.0,
4107566.0,1,4.0,
4107580.0,1,1.0,
4107581.0,1,,
4107598.0,5,,
4107600.0,4,,
4107601.0,2,,
4107604.0,2,1.0,
4107608.0,1,,
4107609.0,8,,
4107612.0,4,,
4107613.0,5,,
4107616.0,3,,
4107617.0,1,,
4107621.0,2,2.0,
4107622.0,3,2.0,
4107623.0,15,,
4107625.0,1,2.0,
4107626.0,3,,
4107629.0,1,6.0,
4107630.0,10,,
4107632.0,7,,
4107633.0,1,10.0,
4107634.0,15,,
4107635.0,4,15.0,
4107636.0,17,9.0,
4107637.0,9,3.0,
4107638.0,6,12.0,
4107641.0,3,,
4107643.0,4,,
4107644.0,1,,
4107651.0,1,1.0,
4107656.0,1,,
4107668.0,526,1741.0,1342.0
4107669.0,7,,
4107680.0,1,2.0,
4107683.0,3,,
4107685.0,1,2.0,
4107686.0,1,,
4107687.0,1,,
4107690.0,3,4.0,
4107691.0,1,,
4107692.0,2,,
4107694.0,4,11.0,
4107695.0,12,1.0,
4107696.0,14,,
4107732.0,3,,
4107743.0,1,2.0,
4107770.0,1,2.0,
4107775.0,3,3.0,
4107777.0,5,,
4107784.0,1,4.0,208.0
4107789.0,12,1.0,
4107793.0,8,3.0,
4107794.0,1,5.0,
4107805.0,21,4.0,9.0
4107808.0,70,22.0,3.0
4107809.0,16,18.0,
4107815.0,1,,
4107821.0,1,,
4107823.0,4,2.0,
4107824.0,3,2.0,
4107828.0,1,,
4107831.0,1,,
4107833.0,1,,
4107837.0,4,,
4107839.0,25,84.0,
4107841.0,1,1.0,
4107844.0,20,93.0,
4107845.0,5,1.0,
4107846.0,1330,523.0,132.0
4107848.0,1,2.0,
4107850.0,135,4.0,5.0
4107851.0,3,,
4107852.0,3,,
4107853.0,7,13.0,
4107856.0,21,8.0,
4107857.0,6,3.0,
4107858.0,11,1.0,
4107859.0,24,4.0,
4107860.0,6,1.0,
4107861.0,3,5.0,
4107862.0,4,26.0,
4107864.0,5,2.0,
4107865.0,101,107.0,
4107866.0,26,17.0,
4107868.0,20,4.0,
4107875.0,65,10.0,2.0
4107878.0,1,1.0,
4107881.0,5,75.0,
4107884.0,2,2.0,
4107886.0,4,5.0,
4107889.0,1,,
4107892.0,44,395.0,
4107893.0,111,290.0,9.0
4107899.0,3,,
4107900.0,42,46.0,24.0
4107906.0,1,1.0,
4107909.0,1,1.0,
4107914.0,175,1108.0,45.0
4107915.0,2,28.0,
4107916.0,29,10.0,
4107917.0,18,9.0,
4107918.0,3,28.0,
4107919.0,97,53.0,
4107920.0,37,52.0,5.0
4107921.0,43,6.0,
4107922.0,15,38.0,
4107923.0,18,71.0,
4107924.0,90,22.0,
4107926.0,38,27.0,7.0
4107928.0,4313,1953.0,6624.0
4107929.0,1867,2609.0,1286.0
4107930.0,1636,1257.0,623.0
4107931.0,936,902.0,220.0
4107932.0,672,886.0,329.0
4107933.0,756,1534.0,640.0
4107934.0,1568,940.0,1016.0
4107935.0,4155,939.0,1723.0
4107936.0,423,2612.0,893.0
4107937.0,1063,1667.0,1948.0
4107940.0,2217,1227.0,3331.0
4107942.0,1798,1530.0,611.0
4107943.0,879,160.0,138.0
4107945.0,56,797.0,65.0
4107946.0,1015,88.0,61.0
4107947.0,16,964.0,79.0
4107948.0,1410,33.0,111.0
4107949.0,44,612.0,93.0
4107950.0,304,24.0,42.0
4107951.0,746,12.0,49.0
4107952.0,4,660.0,16.0
4107953.0,745,8.0,37.0
4107954.0,10,491.0,3.0
4107957.0,9,45.0,
4107958.0,13,139.0,
4107962.0,2,,
4107974.0,1,,
4107976.0,1,,
4107992.0,1,,
4108007.0,519,776.0,99.0
4108008.0,56,43.0,6.0
4108009.0,238,160.0,
4108010.0,365,136.0,
4108011.0,477,475.0,32.0
4108012.0,653,302.0,31.0
4108013.0,327,318.0,18.0
4108014.0,646,438.0,62.0
4108015.0,400,179.0,42.0
4108016.0,156,224.0,15.0
4108017.0,348,939.0,80.0
4108018.0,1037,367.0,164.0
4108019.0,118,285.0,7.0
4108020.0,320,151.0,19.0
4108021.0,218,193.0,47.0
4108022.0,417,186.0,45.0
4108023.0,166,263.0,6.0
4108026.0,831,357.0,14.0
4108028.0,831,1075.0,55.0
4108031.0,1768,517.0,35.0
4108034.0,2178,1426.0,915.0
4108035.0,1311,1694.0,1297.0
4108036.0,3721,942.0,250.0
4108037.0,1289,3371.0,274.0
4108038.0,1037,2472.0,177.0
4108039.0,2953,1046.0,648.0
4108040.0,1252,5603.0,548.0
4108041.0,5911,1402.0,1034.0
4108042.0,649,2219.0,216.0
4108043.0,2041,1371.0,525.0
4108044.0,4225,2809.0,10927.0
4108045.0,1207,1098.0,728.0
4108046.0,819,1794.0,758.0
4108047.0,351,100.0,6.0
4108048.0,1142,737.0,127.0
4108049.0,905,840.0,569.0
4108050.0,731,779.0,187.0
4108051.0,1589,2155.0,919.0
4108052.0,2355,2006.0,427.0
4108053.0,2111,1322.0,404.0
4108054.0,1720,2173.0,702.0
4108055.0,295,452.0,4.0
4108056.0,348,229.0,9.0
4108057.0,403,188.0,37.0
4108058.0,39,177.0,
4108059.0,659,993.0,101.0
4108062.0,1730,1218.0,417.0
4108063.0,222,616.0,27.0
4108064.0,594,394.0,200.0
4108065.0,1721,1452.0,267.0
4108067.0,8,70.0,
4108068.0,1,,
4108069.0,2922,1538.0,1586.0
4108070.0,1710,1181.0,882.0
4108071.0,3242,3049.0,3002.0
4108072.0,5,9.0,
4108074.0,41,37.0,48.0
4108077.0,780,716.0,76.0
4108079.0,1346,965.0,115.0
4108080.0,561,600.0,9.0
4108086.0,683,309.0,22.0
4108087.0,726,580.0,18.0
4108088.0,786,696.0,13.0
4108089.0,382,534.0,21.0
4108090.0,459,377.0,30.0
4108091.0,53,228.0,38.0
4108092.0,1106,437.0,1060.0
4108093.0,548,803.0,1524.0
4108094.0,252,546.0,22.0
4108095.0,400,757.0,33.0
4108096.0,765,322.0,58.0
4108097.0,1497,579.0,291.0
